Indicador,Media,Mediana,Desv_Std,Min,Max
Inflación,7.760588689145812,8.27477490232654,5.7871220172901365,-0.412853001047069,23.1864981102567
Crecimiento PIB,4.037065141880079,4.21481117123987,2.3730183013008674,-4.27335432161462,8.21513198348715
